customerid,orderdate,orderno,itemprice,orderitem,orderitemcate,ordernum,orderprice,,
P1037498,2021/2/21,20210221-100374,8400,ev12127,家具,3,25200,,
E1037521,2019/8/7,20190807-100375,20700,bw11385,家具,1,20700,,
J1037631,2020/7/20,20200720-100376,29600,jm12260,食品,2,59200,,
L1037725,2019/4/2,20190402-100377,1942,hz12147,本,2,3884,,
J1037843,2021/7/21,20210721-100378,7900,ik12938,衣料,3,23700,,
U1037962,2020/6/28,20200628-100379,1381,vb10007,本,2,2762,,
T1038011,2021/9/16,20210916-100380,25000,gt11537,家電,1,25000,,
W1038181,2020/4/8,20200408-100381,3300,nn11141,衣料,2,6600,,
U1038281,2019/8/2,20190802-100382,2013,vj12712,本,1,2013,,
C1038343,2020/3/26,20200326-100383,1524,km10685,本,3,4572,,
T1038426,2019/8/1,20190801-100384,23700,af10181,衣料,2,47400,,
A1038551,2019/12/22,20191222-100385,24100,sb10123,雑貨,1,24100,,
A1038680,2020/6/11,20200611-100386,15900,by11305,食品,3,47700,,
N1038723,2021/8/31,20210831-100387,2800,xz11633,家電,1,2800,,
O1038889,2020/7/21,20200721-100388,8700,qx12612,家電,1,8700,,
N1038929,2020/4/6,20200406-100389,12100,jg10081,食品,1,12100,,
Z1039028,2019/11/16,20191116-100390,10600,ma11636,家具,3,31800,,
R1039159,2020/7/5,20200705-100391,1586,ap10093,本,3,4758,,
E1039217,2019/4/10,20190410-100392,29900,pp11283,雑貨,3,89700,,
W1039381,2020/1/19,20200119-100393,1166,zj12400,本,2,2332,,
M1039445,2021/4/1,20210401-100394,17700,ap10170,雑貨,2,35400,,
F1039529,2020/1/28,20200128-100395,1951,hk10360,本,1,1951,,
I1039691,2019/12/13,20191213-100396,1925,gy12676,本,3,5775,,
O1039725,2019/6/14,20190614-100397,4200,ok10135,食品,1,4200,,
A1039827,2021/5/11,20210511-100398,9500,qx10329,雑貨,3,28500,,
T1039971,2020/3/25,20200325-100399,4300,gh12322,家電,2,8600,,
Q1040041,2021/10/17,20211017-100400,16800,ip10356,衣料,3,50400,,
R1040123,2019/9/26,20190926-100401,1520,bx12436,本,1,1520,,
P1040224,2020/1/17,20200117-100402,14900,my11312,雑貨,1,14900,,
Z1040399,2021/2/24,20210224-100403,28100,uk10929,衣料,3,84300,,
M1040427,2019/4/10,20190410-100404,24000,sb11108,家電,1,24000,,
P1040598,2021/1/14,20210114-100405,22700,ex11517,雑貨,3,68100,,
I1040691,2019/7/15,20190715-100406,1959,rv10882,本,3,5877,,
D1040755,2020/5/19,20200519-100407,13600,bf12203,食品,3,40800,,
H1040881,2020/11/14,20201114-100408,23500,my12527,食品,1,23500,,
I1040938,2020/1/19,20200119-100409,5700,ii12170,雑貨,1,5700,,
O1041020,2020/1/6,20200106-100410,14000,pt10321,家具,1,14000,,
E1041177,2019/3/25,20190325-100411,25400,mx12066,食品,3,76200,,
R1041264,2019/6/6,20190606-100412,18900,sh11806,家電,1,18900,,
C1041345,2019/12/10,20191210-100413,7700,oo10380,雑貨,1,7700,,
T1041450,2020/8/26,20200826-100414,15900,np10406,食品,1,15900,,
L1041518,2019/11/13,20191113-100415,8100,nh12342,食品,2,16200,,
Q1041659,2021/5/23,20210523-100416,1800,hi11557,雑貨,1,1800,,
P1041766,2021/6/13,20210613-100417,17600,td10184,衣料,2,35200,,
A1041838,2020/8/8,20200808-100418,17200,fa10250,雑貨,2,34400,,
N1041999,2019/4/9,20190409-100419,1700,wv10601,衣料,1,1700,,
O1042075,2021/3/6,20210306-100420,27100,lj11165,家具,2,54200,,
Z1042121,2020/8/10,20200810-100421,1685,vw11539,本,1,1685,,
W1042292,2019/3/4,20190304-100422,23700,ik11698,家具,3,71100,,
D1042316,2021/2/19,20210219-100423,9400,kc10077,食品,3,28200,,
U1042419,2020/1/31,20200131-100424,1427,uh10129,本,1,1427,,
R1042534,2020/8/7,20200807-100425,27400,wt10423,雑貨,1,27400,,
U1042653,2021/2/17,20210217-100426,26500,qw10501,家電,2,53000,,
D1042712,2019/12/16,20191216-100427,1500,dv11919,家電,2,3000,,
H1042871,2019/10/17,20191017-100428,23200,gq11769,食品,1,23200,,
Q1042958,2021/2/17,20210217-100429,21900,wf10271,衣料,2,43800,,
U1043058,2020/10/23,20201023-100430,1337,iq10597,本,2,2674,,
K1043155,2021/1/2,20210102-100431,14300,tp10648,衣料,1,14300,,
T1043249,2020/10/26,20201026-100432,23800,cp12626,食品,3,71400,,
T1043333,2020/4/7,20200407-100433,26100,pf11818,家電,3,78300,,
L1043438,2019/10/31,20191031-100434,15400,mo12073,食品,1,15400,,
E1043518,2020/1/8,20200108-100435,14500,uv10790,食品,1,14500,,
U1043679,2019/4/2,20190402-100436,25300,lf11156,家電,2,50600,,
V1043758,2020/10/3,20201003-100437,16100,pl11726,衣料,2,32200,,
P1043876,2021/5/22,20210522-100438,14600,oi11565,家電,3,43800,,
G1043944,2019/12/24,20191224-100439,1528,mh12789,本,2,3056,,
U1044096,2021/3/8,20210308-100440,4000,om11923,家電,1,4000,,
U1044129,2020/1/13,20200113-100441,28200,gr10003,家電,1,28200,,
N1044277,2021/4/5,20210405-100442,24400,yt10614,家電,1,24400,,
O1044317,2019/10/7,20191007-100443,28900,eo10246,家電,1,28900,,
Y1044427,2021/8/5,20210805-100444,17200,zb10473,衣料,3,51600,,
Q1044597,2019/8/9,20190809-100445,29000,cp10320,衣料,1,29000,,
V1044686,2021/2/18,20210218-100446,14100,fu12430,食品,1,14100,,
W1044738,2019/12/29,20191229-100447,21400,bt10520,衣料,3,64200,,
N1044829,2020/1/31,20200131-100448,6800,vs12963,食品,2,13600,,
O1044948,2019/12/3,20191203-100449,2700,zi11942,食品,3,8100,,
G1045095,2021/6/13,20210613-100450,23600,yb12060,衣料,3,70800,,
U1045133,2021/6/23,20210623-100451,11300,pt10034,家具,1,11300,,
P1045211,2020/9/13,20200913-100452,27100,ke11272,衣料,2,54200,,
J1045344,2019/4/20,20190420-100453,4800,mv10875,家電,3,14400,,
C1045419,2021/2/27,20210227-100454,1890,yp10884,本,2,3780,,
E1045573,2020/3/13,20200313-100455,14700,ty11832,衣料,3,44100,,
F1045692,2019/12/1,20191201-100456,12900,wb11123,食品,1,12900,,
Z1045766,2019/3/21,20190321-100457,17100,yz10800,雑貨,2,34200,,
I1045896,2021/9/3,20210903-100458,27100,mm10470,雑貨,2,54200,,
O1045965,2019/2/14,20190214-100459,18700,hq11520,雑貨,1,18700,,
Q1046064,2019/5/24,20190524-100460,19000,qd11359,家電,3,57000,,
P1046115,2021/6/28,20210628-100461,17400,pr10961,家電,2,34800,,
Z1046230,2019/4/18,20190418-100462,20400,ol12385,家具,1,20400,,
S1046383,2020/12/20,20201220-100463,20400,rj10672,家具,3,61200,,
U1046464,2021/6/24,20210624-100464,1317,rh11047,本,1,1317,,
Z1046593,2021/4/27,20210427-100465,21400,mo10351,衣料,2,42800,,
E1046643,2019/10/31,20191031-100466,6200,yj12350,衣料,2,12400,,
D1046788,2020/12/6,20201206-100467,972,ry12076,本,2,1944,,
I1046862,2019/3/27,20190327-100468,1915,ov11245,本,2,3830,,
C1046910,2019/5/18,20190518-100469,28100,fi12498,家電,2,56200,,
D1047037,2019/4/6,20190406-100470,16700,qc12437,食品,3,50100,,
F1047134,2020/3/18,20200318-100471,24000,gg10410,衣料,1,24000,,
C1047220,2021/5/19,20210519-100472,27000,tf11444,食品,1,27000,,
Y1047361,2020/5/8,20200508-100473,16400,cz10269,家具,1,16400,,
S1047418,2019/3/30,20190330-100474,15500,ik12509,家具,1,15500,,
T1047516,2021/4/17,20210417-100475,15500,yn10583,食品,2,31000,,
Y1047659,2020/7/11,20200711-100476,1557,ge11326,本,1,1557,,
Q1047780,2020/11/16,20201116-100477,27500,xq11304,雑貨,2,55000,,
R1047867,2021/9/24,20210924-100478,12000,dd10374,衣料,2,24000,,
D1047962,2020/2/8,20200208-100479,9000,ob10036,食品,2,18000,,
Y1048014,2021/1/19,20210119-100480,19800,en12752,衣料,2,39600,,
X1048189,2021/4/9,20210409-100481,3400,vd11244,雑貨,3,10200,,
J1048238,2020/3/24,20200324-100482,23200,sy11637,衣料,3,69600,,
Q1048362,2019/10/21,20191021-100483,14400,dh11889,衣料,2,28800,,
E1048472,2021/1/9,20210109-100484,1574,wo11795,本,2,3148,,
J1048548,2019/10/19,20191019-100485,1193,qn10972,本,2,2386,,
A1048655,2020/12/11,20201211-100486,21800,ji11135,家具,3,65400,,
U1048717,2021/10/12,20211012-100487,19400,ul11281,衣料,1,19400,,
J1048883,2019/5/2,20190502-100488,7600,id12092,雑貨,2,15200,,
H1048948,2019/4/6,20190406-100489,12800,wt10729,食品,2,25600,,
I1049085,2019/3/27,20190327-100490,19500,gt10902,家具,3,58500,,
T1049196,2019/10/16,20191016-100491,2500,tk11827,雑貨,3,7500,,
W1049250,2021/9/20,20210920-100492,14200,em12291,雑貨,1,14200,,
E1049395,2020/8/10,20200810-100493,16300,bs10161,雑貨,2,32600,,
Y1049488,2021/7/9,20210709-100494,10500,jr12856,食品,1,10500,,
E1049563,2019/2/27,20190227-100495,12100,am10752,家具,2,24200,,
O1049678,2021/9/17,20210917-100496,19400,zd11149,食品,2,38800,,
S1049713,2020/8/25,20200825-100497,669,ll11144,本,3,2007,,
Z1049891,2020/1/16,20200116-100498,10900,wy11224,雑貨,1,10900,,
V1049911,2021/10/31,20211031-100499,13900,pa11311,食品,2,27800,,
W1050039,2020/10/9,20201009-100500,921,og12201,本,3,2763,,
P1050184,2020/12/28,20201228-100501,15600,je10798,家具,1,15600,,
Z1050255,2021/8/30,20210830-100502,719,lq11397,本,1,719,,
W1050372,2021/5/19,20210519-100503,19600,ci10975,食品,2,39200,,
I1050496,2021/8/5,20210805-100504,12200,xv12419,家具,2,24400,,
H1050555,2020/12/24,20201224-100505,21400,iq11128,衣料,3,64200,,
E1050681,2020/4/2,20200402-100506,11200,ow12609,家具,3,33600,,
S1050721,2020/9/8,20200908-100507,1951,hk10360,本,2,3902,,
F1050855,2021/9/25,20210925-100508,20200,mq10435,家電,2,40400,,
R1050949,2020/2/18,20200218-100509,14200,rq10393,家具,3,42600,,
H1051035,2021/7/23,20210723-100510,25100,rg11741,衣料,3,75300,,
N1051114,2021/8/18,20210818-100511,12000,dd10374,衣料,1,12000,,
L1051277,2021/4/18,20210418-100512,28500,es11285,家具,1,28500,,
J1051357,2020/9/11,20200911-100513,2300,rb11145,家電,2,4600,,
Y1051416,2020/3/31,20200331-100514,10200,fx10109,家電,2,20400,,
F1051522,2020/1/27,20200127-100515,27100,hz12869,食品,2,54200,,
T1051689,2019/10/2,20191002-100516,19900,uq10953,雑貨,1,19900,,
E1051770,2021/5/6,20210506-100517,18700,is10040,雑貨,2,37400,,
R1051886,2020/5/5,20200505-100518,4800,mv10875,家電,3,14400,,
S1051928,2019/10/3,20191003-100519,1300,ff10488,家具,2,2600,,
F1052099,2019/12/12,20191212-100520,23200,au12635,家具,3,69600,,
M1052118,2020/5/27,20200527-100521,14400,hf11895,衣料,2,28800,,
G1052291,2019/4/3,20190403-100522,963,si12106,本,3,2889,,
M1052364,2020/3/18,20200318-100523,25900,pv10809,食品,2,51800,,
G1052492,2021/8/26,20210826-100524,2600,sl11205,家具,3,7800,,
R1052564,2020/9/5,20200905-100525,28100,rl12996,食品,2,56200,,
F1052662,2021/6/18,20210618-100526,24300,ts10358,家電,3,72900,,
L1052750,2019/10/23,20191023-100527,27000,tt11288,食品,3,81000,,
C1052871,2019/11/5,20191105-100528,15000,ge11752,衣料,1,15000,,
I1052999,2020/9/2,20200902-100529,27000,mr10656,衣料,2,54000,,
A1053096,2020/11/14,20201114-100530,20800,qc12601,家電,1,20800,,
N1053117,2020/11/27,20201127-100531,25000,xo10349,衣料,3,75000,,
L1053248,2021/6/7,20210607-100532,1783,sh12569,本,2,3566,,
O1053372,2019/12/15,20191215-100533,1900,qf10899,雑貨,1,1900,,
V1053463,2020/6/11,20200611-100534,22800,hh12028,雑貨,1,22800,,
X1053538,2021/10/16,20211016-100535,20200,oh12021,衣料,2,40400,,
N1053655,2019/11/29,20191129-100536,1117,zn11122,本,1,1117,,
F1053746,2021/9/25,20210925-100537,1862,re12079,本,3,5586,,
F1053849,2020/12/2,20201202-100538,22600,lc10469,衣料,3,67800,,
W1053999,2020/3/15,20200315-100539,12400,jg12718,雑貨,1,12400,,
H1054018,2021/5/2,20210502-100540,4500,yl12941,衣料,3,13500,,
U1054145,2020/10/9,20201009-100541,14700,fd11784,家具,2,29400,,
R1054281,2020/12/13,20201213-100542,20700,cl10061,家具,3,62100,,
Y1054375,2021/5/13,20210513-100543,6000,wl10667,家電,3,18000,,
R1054489,2021/1/14,20210114-100544,23500,il10323,雑貨,1,23500,,
P1054592,2019/10/17,20191017-100545,3100,ph12233,衣料,1,3100,,
T1054673,2020/9/24,20200924-100546,1438,ft11178,本,2,2876,,
B1054773,2019/8/19,20190819-100547,28800,na12694,衣料,2,57600,,
E1054835,2020/8/29,20200829-100548,1419,ht10997,本,1,1419,,
S1054964,2021/3/15,20210315-100549,23300,gi10336,雑貨,3,69900,,
O1055083,2021/4/15,20210415-100550,29500,qh11335,雑貨,3,88500,,
P1055161,2021/7/18,20210718-100551,25700,qj11626,衣料,3,77100,,
S1055276,2019/8/30,20190830-100552,5400,ow12906,家具,2,10800,,
J1055394,2021/4/4,20210404-100553,28100,fi12987,衣料,1,28100,,
L1055456,2020/1/3,20200103-100554,12900,zo12682,家具,1,12900,,
G1055536,2019/4/14,20190414-100555,16200,fl10096,衣料,3,48600,,
N1055663,2019/3/25,20190325-100556,24700,vz11457,食品,1,24700,,
D1055791,2020/4/13,20200413-100557,26100,iw11822,家具,1,26100,,
N1055836,2019/5/2,20190502-100558,23700,dq10974,衣料,3,71100,,
R1055971,2019/11/22,20191122-100559,14100,ld10495,家具,3,42300,,
M1056051,2019/5/21,20190521-100560,13600,dp10465,食品,2,27200,,
O1056174,2020/12/6,20201206-100561,23000,fk11759,衣料,2,46000,,
K1056223,2019/3/13,20190313-100562,5900,gw10687,雑貨,3,17700,,
C1056320,2020/8/17,20200817-100563,27200,ma10497,衣料,1,27200,,
L1056419,2019/8/4,20190804-100564,10200,lv11934,家具,1,10200,,
Z1056586,2019/11/20,20191120-100565,12900,qs11449,家具,2,25800,,
Y1056628,2019/3/18,20190318-100566,7200,hb10710,家電,1,7200,,
C1056726,2019/4/11,20190411-100567,17900,vv12619,家具,3,53700,,
Y1056899,2019/5/2,20190502-100568,29500,ob12556,家具,2,59000,,
Q1056961,2020/3/7,20200307-100569,3300,ky12641,家具,1,3300,,
L1057062,2019/12/3,20191203-100570,5200,id10032,家具,3,15600,,
T1057195,2019/6/10,20190610-100571,8200,ji12605,家電,3,24600,,
B1057215,2020/3/22,20200322-100572,13300,zk11308,家具,2,26600,,
W1057347,2019/8/17,20190817-100573,20000,nl10808,食品,3,60000,,
Q1057498,2020/8/28,20200828-100574,802,ie10471,本,3,2406,,
C1057524,2021/7/21,20210721-100575,28500,jv12555,衣料,1,28500,,
L1057694,2019/6/7,20190607-100576,11600,fp11161,衣料,2,23200,,
E1057769,2021/2/21,20210221-100577,5800,ye10324,家電,2,11600,,
W1057878,2020/5/18,20200518-100578,26900,rj12262,衣料,1,26900,,
S1057933,2020/4/30,20200430-100579,7300,we10408,雑貨,1,7300,,
O1058093,2020/12/25,20201225-100580,5000,ba12395,食品,3,15000,,
O1058128,2021/9/20,20210920-100581,26300,jz12440,食品,3,78900,,
T1058248,2020/8/7,20200807-100582,28100,jj12528,家具,3,84300,,
C1058387,2021/7/17,20210717-100583,778,mn11087,本,3,2334,,
F1058468,2020/6/13,20200613-100584,4300,qe11737,衣料,3,12900,,
J1058583,2019/5/27,20190527-100585,24200,xt12862,家具,3,72600,,
Z1058652,2021/8/13,20210813-100586,1357,yv11762,本,2,2714,,
B1058799,2020/10/20,20201020-100587,10600,ma11636,家具,2,21200,,
V1058858,2019/8/25,20190825-100588,22400,lp12116,衣料,2,44800,,
Q1058975,2021/9/6,20210906-100589,28500,kz11610,家具,2,57000,,
B1059017,2019/11/17,20191117-100590,25600,js12333,食品,1,25600,,
Z1059194,2020/11/8,20201108-100591,23200,cy12757,衣料,2,46400,,
J1059298,2019/2/28,20190228-100592,11300,mq11766,雑貨,2,22600,,
F1059399,2021/10/8,20211008-100593,24200,it10698,衣料,2,48400,,
Q1059454,2020/1/5,20200105-100594,29100,vq11874,家電,1,29100,,
E1059537,2019/3/29,20190329-100595,18400,xs11010,家具,2,36800,,
I1059678,2019/9/2,20190902-100596,16300,yb11377,衣料,1,16300,,
X1059783,2021/10/5,20211005-100597,788,rh10207,本,1,788,,
X1059810,2020/12/18,20201218-100598,836,ll12661,本,3,2508,,
X1059946,2021/10/26,20211026-100599,17200,zb10473,衣料,3,51600,,
R1060071,2021/7/30,20210730-100600,18900,qr10837,食品,2,37800,,
Q1060124,2019/6/10,20190610-100601,20900,aa11629,衣料,3,62700,,
U1060260,2021/7/12,20210712-100602,14200,wi12860,雑貨,1,14200,,
O1060378,2020/10/20,20201020-100603,6800,zg11344,食品,2,13600,,
Z1060431,2019/12/20,20191220-100604,716,yb12905,本,2,1432,,
M1060576,2020/8/4,20200804-100605,11400,zd12421,家電,2,22800,,
S1060611,2021/7/29,20210729-100606,12100,tp11670,雑貨,2,24200,,
W1060777,2021/5/20,20210520-100607,20800,qc12601,家電,1,20800,,
Y1060839,2021/3/18,20210318-100608,14100,mh10070,家具,2,28200,,
Q1060926,2020/12/23,20201223-100609,12900,ot10945,食品,2,25800,,
Q1061034,2019/10/1,20191001-100610,21300,qg11086,家電,1,21300,,
E1061113,2020/1/21,20200121-100611,28800,ib12610,家電,1,28800,,
M1061240,2021/10/16,20211016-100612,28200,el10666,家電,1,28200,,
C1061391,2019/12/20,20191220-100613,1525,zh12809,本,3,4575,,
X1061495,2020/5/31,20200531-100614,7800,yc12689,家具,3,23400,,
N1061521,2019/2/16,20190216-100615,26500,pg11758,食品,1,26500,,
X1061684,2019/2/15,20190215-100616,12300,dk12552,家電,3,36900,,
W1061748,2019/10/29,20191029-100617,714,dy11190,本,2,1428,,
Q1061864,2021/10/3,20211003-100618,20300,ce10627,雑貨,3,60900,,
O1061981,2021/10/24,20211024-100619,3700,kv12865,雑貨,3,11100,,
T1062068,2019/11/27,20191127-100620,22600,te10437,雑貨,2,45200,,
S1062198,2020/4/3,20200403-100621,29200,uv10490,家具,1,29200,,
G1062221,2019/6/13,20190613-100622,22400,lp12116,衣料,3,67200,,
D1062379,2020/3/11,20200311-100623,10400,ny10012,雑貨,3,31200,,
G1062473,2019/8/3,20190803-100624,27800,xu12141,雑貨,1,27800,,
Y1062560,2021/6/8,20210608-100625,18800,hv12367,食品,1,18800,,
M1062677,2021/2/7,20210207-100626,24400,vm11053,衣料,2,48800,,
J1062798,2019/4/11,20190411-100627,27100,mm10470,雑貨,2,54200,,
D1062859,2019/7/2,20190702-100628,6500,dw11173,雑貨,2,13000,,
M1062954,2021/4/24,20210424-100629,3100,xl12168,食品,2,6200,,
Q1063073,2020/11/12,20201112-100630,1200,ig12636,家電,2,2400,,
O1063182,2019/7/10,20190710-100631,28100,fi12987,衣料,3,84300,,
X1063241,2021/7/22,20210722-100632,6900,ib10289,家電,1,6900,,
M1063361,2020/5/26,20200526-100633,14100,zr11088,食品,1,14100,,
D1063470,2021/7/14,20210714-100634,2467,em10035,本,3,7401,,
B1063519,2021/1/21,20210121-100635,11300,wa10624,食品,1,11300,,
L1063625,2019/10/8,20191008-100636,1925,gy12676,本,2,3850,,
G1063738,2020/8/26,20200826-100637,14400,rr11589,衣料,2,28800,,
P1063889,2021/6/4,20210604-100638,16300,yx11667,食品,1,16300,,
B1063971,2020/8/9,20200809-100639,11700,ai10115,家電,3,35100,,
D1064045,2020/10/5,20201005-100640,15300,ce11029,家具,1,15300,,
V1064158,2020/5/20,20200520-100641,20500,im12425,家電,2,41000,,
R1064252,2019/6/15,20190615-100642,7700,gs12743,家具,1,7700,,
P1064314,2021/5/5,20210505-100643,15600,qc10547,食品,3,46800,,
O1064461,2019/6/17,20190617-100644,27400,wo10759,食品,3,82200,,
K1064556,2019/11/8,20191108-100645,26200,hq12360,家電,2,52400,,
R1064664,2020/1/6,20200106-100646,10900,gk11045,家具,2,21800,,
M1064790,2021/7/4,20210704-100647,2215,nc10765,本,2,4430,,
C1064817,2020/3/13,20200313-100648,11500,hn11676,食品,3,34500,,
E1064940,2020/8/5,20200805-100649,8500,bk10100,家具,3,25500,,
Z1065038,2019/8/4,20190804-100650,3600,mv12670,家具,1,3600,,
Q1065198,2021/1/21,20210121-100651,29900,kj12024,食品,1,29900,,
K1065297,2019/9/25,20190925-100652,11200,ow12609,家具,2,22400,,
D1065359,2020/12/31,20201231-100653,2340,tn10885,本,2,4680,,
W1065488,2020/6/9,20200609-100654,1923,xb10095,本,3,5769,,
H1065559,2020/5/25,20200525-100655,26300,ur12057,雑貨,2,52600,,
T1065664,2021/4/1,20210401-100656,18000,pz12590,家電,1,18000,,
F1065780,2019/11/28,20191128-100657,27900,on10343,家電,3,83700,,
S1065885,2020/4/30,20200430-100658,23100,th10405,雑貨,1,23100,,
P1065955,2020/4/2,20200402-100659,1300,xt10394,家具,2,2600,,
F1066030,2020/11/1,20201101-100660,4900,zb12659,家具,1,4900,,
C1066162,2021/4/26,20210426-100661,16900,hj10131,家具,3,50700,,
T1066213,2020/6/11,20200611-100662,26900,nb10004,雑貨,3,80700,,
U1066390,2019/4/11,20190411-100663,4300,hv11043,衣料,2,8600,,
D1066410,2019/9/19,20190919-100664,2036,rj12998,本,1,2036,,
F1066573,2020/12/12,20201212-100665,24200,je12736,家電,1,24200,,
U1066668,2021/5/24,20210524-100666,5000,ba12395,食品,2,10000,,
Y1066779,2021/2/24,20210224-100667,26900,nb10004,雑貨,3,80700,,
J1066884,2019/9/24,20190924-100668,29100,gu11660,食品,2,58200,,
M1066941,2019/11/11,20191111-100669,11500,nv10193,家電,2,23000,,
L1067049,2020/9/8,20200908-100670,11800,di11742,家電,2,23600,,
U1067123,2021/10/10,20211010-100671,2253,ze10702,本,3,6759,,
X1067296,2021/7/13,20210713-100672,872,gl11914,本,3,2616,,
Q1067354,2019/4/14,20190414-100673,7700,vv11830,家具,1,7700,,
L1067454,2020/2/10,20200210-100674,23600,db12874,家電,2,47200,,
S1067551,2019/7/19,20190719-100675,8900,bc11976,衣料,3,26700,,
I1067625,2019/11/3,20191103-100676,3500,uu12339,家電,3,10500,,
U1067731,2020/1/13,20200113-100677,4800,qj12288,雑貨,3,14400,,
W1067812,2020/11/28,20201128-100678,15000,kz12018,家電,1,15000,,
A1067980,2019/4/6,20190406-100679,20400,xt11092,食品,1,20400,,
X1068024,2021/4/2,20210402-100680,1500,dv11919,家電,1,1500,,
D1068132,2021/4/20,20210420-100681,5700,zt10522,雑貨,3,17100,,
A1068299,2021/10/20,20211020-100682,21500,fy10573,雑貨,2,43000,,
Y1068370,2019/7/22,20190722-100683,24300,iw11875,家具,2,48600,,
Z1068451,2020/3/26,20200326-100684,15500,nq11292,家電,3,46500,,
O1068575,2019/6/19,20190619-100685,2098,ku12189,本,3,6294,,
N1068674,2020/11/24,20201124-100686,12000,mx11581,家電,1,12000,,
I1068782,2020/6/2,20200602-100687,7700,kz11805,衣料,3,23100,,
W1068839,2019/2/9,20190209-100688,1714,xx11164,本,3,5142,,
D1068974,2020/7/26,20200726-100689,14400,in10101,家具,1,14400,,
V1069089,2021/2/11,20210211-100690,7100,ti10217,雑貨,3,21300,,
V1069169,2019/6/18,20190618-100691,1300,sc10310,雑貨,3,3900,,
C1069254,2021/9/21,20210921-100692,28100,fi12987,衣料,2,56200,,
N1069338,2021/8/16,20210816-100693,7100,ig10818,家電,3,21300,,
A1069424,2020/12/1,20201201-100694,29800,in10065,食品,2,59600,,
W1069513,2019/6/28,20190628-100695,15400,mo12073,食品,1,15400,,
